V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
1,60,3,3,7297,2,3,4,3,0,4,1,36,1,2,1,3,1,0,1,0
3,30,1,7,2831,2,0,4,0,2,2,3,33,1,1,1,3,1,1,1,1
2,24,3,7,1258,1,0,3,0,2,3,3,57,1,1,1,2,1,0,1,1
0,6,3,7,753,2,0,2,0,1,3,2,64,1,1,1,3,1,0,1,1
0,18,2,3,2427,4,3,4,3,2,2,0,42,1,1,2,3,1,0,1,1
3,24,2,1,2538,2,3,4,3,2,4,3,47,1,1,2,2,2,0,1,0
0,15,0,1,1264,0,0,2,2,2,2,0,25,1,2,1,3,1,0,1,0
0,30,1,5,8386,2,1,2,3,2,2,0,49,1,1,1,3,1,0,1,0
3,48,3,3,4844,2,4,3,3,2,2,3,33,0,2,1,0,1,1,1,0
2,21,3,1,2923,0,0,1,0,2,1,3,28,0,1,1,0,1,1,1,1
1,36,3,2,8229,2,0,2,3,2,2,0,26,1,1,1,3,2,0,1,0
3,24,1,5,2028,2,1,2,3,2,2,0,30,1,1,2,2,1,0,1,1
1,15,1,5,1433,2,0,4,0,2,3,0,25,1,2,2,3,1,0,1,1
2,42,4,3,6289,2,2,2,1,2,1,0,33,1,1,2,3,1,0,1,1
3,13,3,7,1409,0,4,2,0,2,4,2,64,1,1,1,3,1,0,1,1
1,24,3,2,6579,2,4,4,3,2,2,1,29,1,0,1,0,1,1,1,1
0,24,1,7,1743,2,3,4,3,2,2,0,48,1,1,2,2,1,0,1,1
3,12,1,4,3565,4,2,2,3,2,1,0,37,1,1,2,2,2,0,1,1
3,15,0,7,1569,0,3,4,3,2,4,3,34,0,1,1,2,2,0,1,1
1,18,3,7,1936,4,1,2,2,2,4,3,23,1,2,2,2,1,0,1,1
1,36,3,5,3959,2,4,4,3,2,3,0,30,1,1,1,0,1,1,1,1
3,12,3,1,2390,4,3,4,3,2,3,3,50,1,1,1,3,1,1,1,1
3,12,3,5,1736,2,1,3,0,2,4,2,31,1,1,1,2,1,0,1,1
1,30,3,2,3857,2,0,4,1,2,4,0,40,1,1,1,0,1,1,1,1
3,12,3,7,804,2,3,4,3,2,4,3,38,1,1,1,3,1,0,1,1
1,45,3,7,1845,2,0,4,3,2,4,1,23,1,0,1,3,1,1,1,0
0,45,1,2,4576,0,4,3,3,2,4,3,27,1,1,1,3,1,0,1,1
