Rooms,Propertycount,Price,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea_Banyule,CouncilArea_Bayside,CouncilArea_Boroondara,CouncilArea_Brimbank,CouncilArea_Cardinia,CouncilArea_Casey,CouncilArea_Darebin,CouncilArea_Frankston,CouncilArea_Glen Eira,CouncilArea_Greater Dandenong,CouncilArea_Hobsons Bay,CouncilArea_Hume,CouncilArea_Kingston,CouncilArea_Knox,CouncilArea_Macedon Ranges,CouncilArea_Manningham,CouncilArea_Maribyrnong,CouncilArea_Maroondah,CouncilArea_Melbourne,CouncilArea_Melton,CouncilArea_Monash,CouncilArea_Moonee Valley,CouncilArea_Moorabool,CouncilArea_Moreland,CouncilArea_Nillumbik,CouncilArea_Port Phillip,CouncilArea_Stonnington,CouncilArea_Unavailable,CouncilArea_Whitehorse,CouncilArea_Whittlesea,CouncilArea_Wyndham,CouncilArea_Yarra,CouncilArea_Yarra Ranges,CouncilArea_nan,Lattitude,Longtitude,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Type
3,14577.0,961000.0,0,1,0,0,0,736560,8.4,3072,3.0,1.0,2.0,529.0,144.0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.75049,145.02098999999995,0,0,1,0,0,0,0,0,0
3,14577.0,1001000.0,0,1,0,0,0,736560,8.4,3072,3.0,1.0,2.0,464.0,132.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.74503,145.01295,0,0,1,0,0,0,0,0,0
3,21650.0,876000.0,0,1,0,0,0,736560,12.0,3073,3.0,1.0,2.0,653.0,120.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.711420000000004,145.00377,0,0,1,0,0,0,0,0,0
4,21650.0,866000.0,0,1,0,0,0,736560,12.0,3073,4.0,2.0,4.0,576.0,150.0,1940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.69742,145.01604,0,0,1,0,0,0,0,0,0
3,21650.0,775500.0,0,1,0,0,0,736560,12.0,3073,3.0,1.0,3.0,586.0,120.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.69983,145.02202,0,0,1,0,0,0,0,0,0
4,21650.0,920000.0,0,1,0,0,0,736560,12.0,3073,4.0,2.0,2.0,743.0,123.33333333333333,1933.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.70848,145.03055,0,0,1,0,0,0,0,0,0
3,5833.0,400000.0,0,1,0,0,0,736560,20.6,3064,3.0,1.0,2.0,368.0,126.66666666666667,1906.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.63693,144.92581,0,0,1,0,0,0,0,0,0
3,5943.0,1412000.0,0,0,0,1,0,736560,1.9,3205,3.0,1.0,2.0,128.0,130.0,1880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.837309999999995,144.95057,0,0,0,0,0,1,0,0,0
5,7969.0,597000.0,0,1,0,0,0,736560,20.5,3752,5.0,3.0,2.0,582.0,175.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.62292,145.09507,0,0,1,0,0,0,0,0,0
3,14887.0,1400000.0,0,1,0,0,0,736560,2.7,3141,3.0,2.0,2.0,462.0,165.75,1996.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.84315,144.98596,0,0,0,0,0,1,0,0,0
2,1223.0,782500.0,0,1,0,0,0,736560,6.2,3015,2.0,1.0,1.0,243.0,156.5,1992.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.82859000000001,144.87947,0,0,0,0,0,0,1,0,0
3,4054.0,750000.0,0,0,0,0,1,736560,22.2,3172,3.0,1.0,3.0,775.0,147.25,1988.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.9748,145.15213,0,0,0,0,1,0,0,0,0
3,14042.0,626000.0,0,1,0,0,0,736560,14.0,3021,3.0,1.0,2.0,557.0,138.0,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.734970000000004,144.7864,0,0,0,0,0,0,1,0,0
3,389.0,1000000.0,0,1,0,0,0,736560,8.2,3041,3.0,1.0,2.0,534.0,149.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.711059999999996,144.89427,0,0,0,0,0,0,1,0,0
3,14092.0,480500.0,0,1,0,0,0,736560,31.7,3429,3.0,1.0,1.0,664.0,140.33333333333334,1971.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.56279,144.7304,0,0,0,0,0,0,1,0,0
3,14092.0,431250.0,0,0,0,1,0,736560,31.7,3429,3.0,2.0,2.0,650.0,131.66666666666666,1983.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.58479000000001,144.71541000000005,0,0,0,0,0,0,1,0,0
3,4217.0,502500.0,0,1,0,0,0,736560,10.5,3020,3.0,1.0,3.0,331.0,123.0,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.75962,144.82596,0,0,0,0,0,0,1,0,0
3,6763.0,650000.0,0,1,0,0,0,736560,10.5,3020,3.0,1.0,1.0,650.0,117.0,1965.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.78651,144.81357,0,0,0,0,0,0,1,0,0
5,5457.0,1825000.0,0,1,0,0,0,736560,10.2,3127,5.0,3.0,2.0,368.0,139.66666666666666,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.83587,145.10914,0,0,0,0,0,1,0,0,0
3,5457.0,2567500.0,0,1,0,0,0,736560,10.2,3127,3.0,2.0,2.0,1004.0,162.33333333333334,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.83603,145.10596,0,0,0,0,0,1,0,0,0
4,6202.0,1150000.0,1,0,0,0,0,736560,15.5,3106,4.0,2.0,2.0,779.0,185.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.75592,145.16605,1,0,0,0,0,0,0,0,0
4,5420.0,1280000.0,1,0,0,0,0,736560,12.4,3107,4.0,2.0,2.0,887.0,195.0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.77493,145.12547,1,0,0,0,0,0,0,0,0
2,8870.0,1200000.0,0,1,0,0,0,736560,7.0,3071,2.0,1.0,1.0,277.0,189.0,1973.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.75802,145.00263999999999,0,0,1,0,0,0,0,0,0
4,5811.0,635000.0,0,1,0,0,0,736560,18.4,3029,4.0,2.0,2.0,512.0,183.0,1976.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.83824,144.72101999999995,0,0,0,0,0,0,1,0,0
5,4181.0,1300000.0,0,1,0,0,0,736560,17.2,3133,5.0,2.0,2.0,891.0,177.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.836909999999996,145.21268999999995,1,0,0,0,0,0,0,0,0
4,4280.0,1138000.0,0,1,0,0,0,736560,17.2,3133,4.0,2.0,2.0,784.0,194.5,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.852109999999996,145.20174,1,0,0,0,0,0,0,0,0
5,4280.0,1360000.0,0,1,0,0,0,736560,17.2,3133,5.0,3.0,2.0,882.0,212.0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.85995,145.18579,1,0,0,0,0,0,0,0,0
5,4280.0,1300000.0,0,1,0,0,0,736560,17.2,3133,5.0,2.0,2.0,786.0,232.5,1977.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.86072,145.18489,1,0,0,0,0,0,0,0,0
4,2698.0,1612000.0,0,1,0,0,0,736560,8.9,3084,4.0,2.0,2.0,1113.0,253.0,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.73106,145.10237,1,0,0,0,0,0,0,0,0
4,5424.0,1150000.0,0,1,0,0,0,736560,14.7,3152,4.0,2.0,2.0,842.0,273.5,1992.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.85733,145.22616000000005,1,0,0,0,0,0,0,0,0
5,7082.0,1235000.0,0,1,0,0,0,736560,14.7,3152,5.0,3.0,2.0,634.0,294.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.886340000000004,145.21601,1,0,0,0,0,0,0,0,0
4,2003.0,1600000.0,0,1,0,0,0,736560,21.1,3113,4.0,2.0,2.0,4168.0,243.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.746109999999994,145.17835,1,0,0,0,0,0,0,0,0
4,2329.0,900000.0,0,0,0,1,0,736560,14.5,3087,4.0,1.0,1.0,670.0,192.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.71209,145.0757,0,0,1,0,0,0,0,0,0
3,16166.0,490000.0,0,1,0,0,0,736560,14.7,3030,3.0,2.0,2.0,536.0,141.0,1990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.90419,144.63761,0,0,0,0,0,0,1,0,0
3,16166.0,412700.0,0,1,0,0,0,736560,14.7,3030,3.0,1.0,1.0,299.0,112.0,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.89513,144.64056000000005,0,0,0,0,0,0,1,0,0
4,5058.0,990000.0,0,1,0,0,0,736560,6.4,3012,4.0,2.0,2.0,501.0,129.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.79591,144.87595,0,0,0,0,0,0,1,0,0
3,5058.0,1100500.0,0,1,0,0,0,736560,6.4,3012,3.0,2.0,2.0,427.0,119.0,1936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.79105,144.87913999999995,0,0,0,0,0,0,1,0,0
3,5058.0,675000.0,0,0,0,0,1,736560,6.4,3012,3.0,1.0,1.0,160.0,136.85714285714286,1932.2857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.79219000000001,144.87575,0,0,0,0,0,0,1,0,0
2,5058.0,855000.0,0,1,0,0,0,736560,6.4,3012,2.0,1.0,1.0,332.0,154.71428571428572,1928.5714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.79136,144.87618999999995,0,0,0,0,0,0,1,0,0
4,7392.0,1200000.0,0,1,0,0,0,736560,16.7,3150,4.0,2.0,2.0,650.0,172.57142857142856,1924.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.91026,145.19298,0,0,0,0,1,0,0,0,0
4,7392.0,1480000.0,0,1,0,0,0,736560,16.7,3150,4.0,3.0,2.0,649.0,190.42857142857144,1921.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.9163,145.19612,0,0,0,0,1,0,0,0,0
4,7392.0,1500000.0,0,1,0,0,0,736560,16.7,3150,4.0,2.0,2.0,657.0,208.28571428571428,1917.4285714285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.90466,145.19433999999995,0,0,0,0,1,0,0,0,0
4,7392.0,1194700.0,0,0,0,1,0,736560,16.7,3150,4.0,2.0,2.0,875.0,226.14285714285714,1913.7142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.92048,145.18258,0,0,0,0,1,0,0,0,0
5,6380.0,2550000.0,1,0,0,0,0,736560,6.8,3016,5.0,2.0,2.0,840.0,244.0,1910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.8633,144.88871,0,0,0,0,0,0,1,0,0
3,5262.0,475000.0,0,1,0,0,0,736560,27.2,3024,3.0,2.0,1.0,300.0,179.0,1962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.88162,144.62082,0,0,0,0,0,0,1,0,0
4,1369.0,1025000.0,0,1,0,0,0,736560,12.7,3085,4.0,2.0,2.0,585.0,212.0,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.73022,145.08361000000005,0,0,1,0,0,0,0,0,0
5,1543.0,1830000.0,0,1,0,0,0,736595,7.5,3040,5.0,4.0,4.0,730.0,373.0,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.7595,144.89427,0,0,0,0,0,0,1,0,0
3,3464.0,860000.0,0,1,0,0,0,736595,10.4,3042,3.0,2.0,2.0,593.0,234.5,1982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.72057,144.87558,0,0,0,0,0,0,1,0,0
3,3464.0,850000.0,0,1,0,0,0,736595,10.4,3042,3.0,1.0,2.0,551.0,96.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.72739,144.88235,0,0,0,0,0,0,1,0,0
3,1899.0,565000.0,0,1,0,0,0,736595,14.0,3021,3.0,1.0,2.0,619.0,110.5,1920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.74521,144.76863,0,0,0,0,0,0,1,0,0
3,3280.0,2100000.0,0,0,0,0,1,736595,3.0,3206,3.0,2.0,1.5,137.0,125.0,1890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.84388,144.95303,0,0,0,0,0,1,0,0,0
3,2185.0,760000.0,0,1,0,0,0,736595,10.5,3020,3.0,1.0,1.0,697.0,121.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.780359999999995,144.8195,0,0,0,0,0,0,1,0,0
4,7630.0,750000.0,0,1,0,0,0,736595,15.5,3028,4.0,2.0,2.0,636.0,232.0,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.87941,144.76935,0,0,0,0,0,0,1,0,0
3,5132.0,980000.0,0,1,0,0,0,736595,9.4,3025,3.0,1.0,2.0,667.0,214.66666666666666,1969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.82853,144.85091,0,0,0,0,0,0,1,0,0
4,5132.0,970000.0,0,1,0,0,0,736595,9.4,3025,4.0,1.0,5.0,561.0,197.33333333333334,1942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.83224000000001,144.85299999999995,0,0,0,0,0,0,1,0,0
4,4836.0,3000000.0,0,0,0,0,1,736595,6.3,3143,4.0,3.0,2.0,474.0,180.0,1915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.86345,145.02454,0,0,0,0,0,1,0,0,0
3,4836.0,1500000.0,0,0,0,0,1,736595,6.3,3143,3.0,1.0,1.5,230.0,115.0,1900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.86275,145.02364,0,0,0,0,0,1,0,0,0
3,6567.0,1130000.0,0,1,0,0,0,736595,4.3,3032,3.0,2.0,1.0,231.0,104.0,1927.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.77373,144.9311,0,0,0,0,0,0,1,0,1
3,3052.0,1210000.0,0,1,0,0,0,736595,10.2,3147,3.0,1.0,3.0,407.0,93.0,1955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.8696,145.0866,0,0,0,0,0,1,0,0,0
3,3052.0,1840000.0,0,0,0,1,0,736595,10.2,3147,3.0,1.0,2.0,648.0,334.0,1982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.8614,145.08436,0,0,0,0,0,1,0,0,0
5,5682.0,2580000.0,1,0,0,0,0,736595,7.9,3103,5.0,5.0,2.0,621.0,575.0,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.80199,145.06486,0,0,0,0,0,1,0,0,0
4,7809.0,1400000.0,0,0,0,0,1,736595,9.7,3104,4.0,2.0,1.0,629.0,468.0,2004.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.79241,145.10445,0,0,0,0,0,1,0,0,0
3,5030.0,755000.0,0,1,0,0,0,736595,23.2,3153,3.0,2.0,4.0,782.0,361.0,1999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.85002,145.25964,1,0,0,0,0,0,0,0,0
3,3598.0,800000.0,0,1,0,0,0,736595,23.2,3153,3.0,2.0,5.0,931.0,254.0,1994.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.825340000000004,145.29921000000004,1,0,0,0,0,0,0,0,0
3,3598.0,724000.0,0,1,0,0,0,736595,23.2,3153,3.0,2.0,2.0,482.0,147.0,1990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.82391,145.30266,1,0,0,0,0,0,0,0,0
3,5366.0,1150000.0,0,0,0,0,1,736595,17.3,3193,3.0,2.0,2.0,335.0,169.33333333333334,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.97316,145.04041999999995,0,0,0,0,0,1,0,0,0
5,6795.0,1915000.0,1,0,0,0,0,736595,11.4,3204,5.0,2.0,2.0,590.0,191.66666666666666,1973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.92508,145.03606000000005,0,0,0,0,0,1,0,0,0
4,6795.0,1410000.0,1,0,0,0,0,736595,11.4,3204,4.0,3.0,4.0,623.0,214.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.92588,145.04808,0,0,0,0,0,1,0,0,0
2,10969.0,1020000.0,0,0,0,0,1,736595,13.8,3165,2.0,1.0,2.0,597.0,115.0,1959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.93574,145.06169,0,0,0,0,0,1,0,0,0
4,10969.0,1675000.0,0,1,0,0,0,736595,13.8,3165,4.0,2.0,2.0,400.0,294.0,1966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.91608,145.05715,0,0,0,0,0,1,0,0,0
3,17093.0,835000.0,0,0,0,1,0,736595,35.2,3806,3.0,2.0,2.0,957.0,283.2,1973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-38.03383,145.36314,0,1,0,0,0,0,0,0,0
3,5713.0,786000.0,0,1,0,0,0,736595,13.4,3130,3.0,1.0,2.0,1271.0,261.6,1990.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.821509999999996,145.16138999999995,1,0,0,0,0,0,0,0,0
5,2867.0,1555000.0,0,1,0,0,0,736595,13.4,3130,5.0,2.0,2.0,602.0,250.8,2000.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.80425,145.14477,1,0,0,0,0,0,0,0,0
4,2867.0,1475000.0,1,0,0,0,0,736595,13.4,3130,4.0,2.0,2.0,582.0,240.0,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.80505,145.14919,1,0,0,0,0,0,0,0,0
4,4387.0,1229000.0,0,1,0,0,0,736595,13.4,3130,4.0,2.0,2.0,727.0,115.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.843779999999995,145.13407,1,0,0,0,0,0,0,0,0
3,2887.0,965000.0,0,0,0,1,0,736595,27.0,3196,3.0,2.0,2.0,572.0,127.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-38.068659999999994,145.12677,0,0,0,0,1,0,0,0,0
5,6938.0,2750000.0,0,1,0,0,0,736595,10.3,3187,5.0,3.0,3.0,626.0,84.16666666666667,1952.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.92427,145.02003,0,0,0,0,0,1,0,0,0
3,4294.0,575500.0,0,1,0,0,0,736595,14.0,3047,3.0,1.0,3.0,580.0,91.33333333333333,1935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.6798,144.90936000000005,0,0,1,0,0,0,0,0,0
3,962.0,901000.0,0,0,0,1,0,736595,6.4,3012,3.0,2.0,3.0,738.0,98.5,1917.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.8227,144.84094,0,0,0,0,0,0,1,0,0
3,11918.0,1150000.0,0,1,0,0,0,736595,5.2,3056,3.0,1.0,1.0,360.0,105.66666666666667,1900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.75992,144.95664,0,0,1,0,0,0,0,0,0
3,11918.0,1280000.0,0,0,0,1,0,736595,5.2,3056,3.0,1.0,2.0,212.0,112.83333333333334,1910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.77695,144.95785,0,0,1,0,0,0,0,0,0
3,11918.0,1325000.0,0,1,0,0,0,736595,5.2,3056,3.0,1.0,1.0,331.0,120.0,1920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.75877,144.97316,0,0,1,0,0,0,0,0,0
4,11918.0,1630000.0,0,0,0,0,1,736595,5.2,3056,4.0,2.0,1.0,278.0,174.0,1880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.77081,144.96318,0,0,1,0,0,0,0,0,0
4,11918.0,1275000.0,1,0,0,0,0,736595,5.2,3056,4.0,1.0,2.0,518.0,180.5,1905.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.758829999999996,144.96749,0,0,1,0,0,0,0,0,0
